id,objective_id,group_id,comment,issues_raised,created_at,updated_at,discussion_point_id
10800,2,01100122,"Group appreciated the same",,"2026-01-09 15:25:23","2026-01-12 17:51:58",4
10801,2,01100123,"All good.",,"2026-01-09 15:25:23","2026-01-12 16:44:30",4
10803,2,01100130,"Explained in detail",,"2026-01-09 15:25:23","2026-01-13 08:20:44",4
10807,2,01100141,"Explained to the client",,"2026-01-09 15:25:23","2026-01-12 23:39:42",4
10810,2,01100150,"Explained to the clients.",,"2026-01-09 15:25:23","2026-01-15 12:35:40",4
10811,2,01100155,"Explained to the client.",,"2026-01-09 15:25:23","2026-01-13 16:08:21",4
10812,2,01100156,"Explained to the client.",,"2026-01-09 15:25:23","2026-01-13 14:58:26",4
10814,2,01100160,"Explained to the clients.",,"2026-01-09 15:25:23","2026-01-14 11:18:01",4
10817,2,01100021,"Explained to the clients.",,"2026-01-09 15:25:23","2026-01-16 10:51:17",4
10832,2,01100083,"Explained to the clients.",,"2026-01-09 15:25:24","2026-01-15 17:25:53",4
10836,2,01100095,"Explained to the clients",,"2026-01-09 15:25:24","2026-01-14 10:20:35",4
10839,2,01100106,"Explained to the members",,"2026-01-09 15:25:24","2026-01-14 14:40:50",4
10847,2,01100125,"Explained to the clients.",,"2026-01-09 15:25:24","2026-01-16 12:53:37",4
10852,2,01100136,"Explained to the clients.",,"2026-01-09 15:25:24","2026-01-13 11:57:22",4
10853,2,01100139,"Explained to the clients",,"2026-01-09 15:25:24","2026-01-13 19:05:15",4
10856,2,01100145,"Explained to the clients.",,"2026-01-09 15:25:24","2026-01-13 18:26:11",4
10857,2,01100148,"Explained to the clients",,"2026-01-09 15:25:24","2026-01-13 16:53:13",4
10858,2,01100151,"Explained to the clients.",,"2026-01-09 15:25:24","2026-01-13 13:57:34",4
10859,2,01100152,"Explained to the clients.",,"2026-01-09 15:25:24","2026-01-13 12:49:26",4
10861,2,01100154,"Explained to the clients.",,"2026-01-09 15:25:24","2026-01-13 10:05:59",4
10862,2,01100158,"Explained to the clients.",,"2026-01-09 15:25:24","2026-01-13 11:32:17",4
10863,2,01100159,"Explained to the clients.",,"2026-01-09 15:25:24","2026-01-13 10:47:43",4
11739,2,01600352,"Well explained and group understood.",,"2026-01-09 15:25:44","2026-01-13 11:34:13",4
11829,2,01700205,"Explained through brief history on journey taken",,"2026-01-09 15:25:46","2026-01-12 20:36:14",4
11879,2,01700136,"Savings refund to clients is a regulatory demand by the CBK with the intention of protecting customer interests.",,"2026-01-09 15:25:47","2026-01-14 06:41:47",4
11882,2,01700151,"The group was okay with the net off and was also taken through other alternatives such as use of an external guarantor to secure their loans as well involving area chief during their funding",,"2026-01-09 15:25:47","2026-01-12 20:12:52",4
11890,2,01700200,"CBK requires compliance as no collection of savings for the DCPs and Bimas is regulated as such prompting savings refund to all members. The members are nolonger limited by savings requirement for funding.",,"2026-01-09 15:25:48","2026-01-13 08:34:44",4
11902,2,01700101,"Savings refund to clients was a CBK compliance requirement. The clients will nolonger be limited by savings on amount to be funded and funding will  lie on the merit of repayment history",,"2026-01-09 15:25:48","2026-01-14 09:51:40",4
11915,2,01700165,"As a fulfilment to the CBK regulatory requirements, savings had to be refunded. This adherence ensures our institutional survival and protects the interests of our clients",,"2026-01-09 15:25:48","2026-01-16 06:41:37",4
12028,2,01800135,"The compliance was explained in details.",,"2026-01-09 15:25:51","2026-01-12 20:08:30",4
12045,2,01800220,"It's a must to comply with on savings directive from CBK.",,"2026-01-09 15:25:52","2026-01-16 09:10:03",4
12053,2,01800066,"Compliance with the regulations is to refund saving for clients",,"2026-01-09 15:25:52","2026-01-13 19:16:16",4
12056,2,01800101,"Compliance is not an option and therefore BKL has to refund savings to clients",,"2026-01-09 15:25:52","2026-01-14 07:58:59",4
12063,2,01800122,"We must comply with CBK guideline to refund clients savings.",,"2026-01-09 15:25:52","2026-01-14 19:35:05",4
12071,2,01800166,"Compliance is not an option and we have complied as BKL.",,"2026-01-09 15:25:52","2026-01-13 07:52:39",4
12073,2,01800180,"We explained the journey we have had with CBK and compliance is not an option but a must.",,"2026-01-09 15:25:52","2026-01-13 11:48:25",4
12085,2,01900018,"Explained the importance  of compliance  as an organisation  as a requirement and well understood",,"2026-01-09 15:25:52","2026-01-12 21:40:31",4
12144,2,01900204,"Members understood the importance of compliance",,"2026-01-09 15:25:54","2026-01-15 16:03:04",4
12153,2,01900291,"The members understand  the importance  of compliance as part of the requirements  to run business",,"2026-01-09 15:25:54","2026-01-15 16:13:13",4
12156,2,01900295,"Understood  the importance",,"2026-01-09 15:25:54","2026-01-15 17:02:08",4
12460,2,02200146,"The members had been informed were psychologically prepared",,"2026-01-09 15:26:02","2026-01-13 09:26:32",4
12495,2,02200343,"The members  understood the process as they had been informed before",,"2026-01-09 15:26:02","2026-01-13 17:36:38",4
12496,2,02200344,"The members were psychologically prepared as they had been informed before",,"2026-01-09 15:26:02","2026-01-12 23:08:27",4
12516,2,02200145,"The client's had been informed on the need for Bimas to comply with the regulations",,"2026-01-09 15:26:03","2026-01-12 16:59:14",4
12518,2,02200149,"The members were able to connect the previous discussions and now and also appreciated the fact tha we tried hard to ensure members continue saving which was not fruitful",,"2026-01-09 15:26:03","2026-01-13 06:39:57",4
12520,2,02200155,"The clients were aware of this exercise through the officer",,"2026-01-09 15:26:03","2026-01-12 22:35:19",4
12621,2,02200336,"Well explained and understood",,"2026-01-09 15:26:05","2026-01-15 10:57:59",4
12623,2,02200361,"They understood",,"2026-01-09 15:26:06","2026-01-13 09:38:25",4
12652,2,02200253,"Well explained",,"2026-01-09 15:26:06","2026-01-13 13:25:46",4
12657,2,02200272,Explained,,"2026-01-09 15:26:06","2026-01-14 10:13:07",4
12681,2,00100224,"well explained to customer on the need to be checking them once they are sent",,"2026-01-09 12:26:07","2026-01-14 07:00:54",5
12688,2,00100168,"this was well noted as a requirement of CBK and also explained the importance of the checking when they are sent.",,"2026-01-09 12:26:07","2026-01-14 18:22:04",5
12695,2,00100215,"well much appreciated",,"2026-01-09 12:26:07","2026-01-12 17:42:58",5
12714,2,00100278,"majority of the clients haven''t shared the emails",,"2026-01-09 12:26:07","2026-01-14 17:30:15",5
12729,2,00100033,"this was well noted . clients to give the correct emails and  phone numbers.",,"2026-01-09 12:26:08","2026-01-13 07:15:50",5
12738,2,00100195,"majority haven't gave emails",,"2026-01-09 12:26:08","2026-01-14 16:42:52",5
12783,2,00100311,"Appreciated the move as the will be tracking the payments ab balances",,"2026-01-09 12:26:09","2026-01-13 14:48:09",5
13140,2,00500322,done,,"2026-01-09 12:26:17","2026-01-14 12:28:45",5
13148,2,00500353,done,,"2026-01-09 12:26:17","2026-01-14 11:34:55",5
13155,2,00500415,"explained. most don't remember accounts or importance of exercise",,"2026-01-09 12:26:17","2026-01-13 13:17:29",5
13170,2,00500366,done,,"2026-01-09 12:26:17","2026-01-14 11:29:06",5
13177,2,00500412,"done. don't remember their addresses. it was a procedural process. no explanation done",,"2026-01-09 12:26:17","2026-01-13 12:56:25",5
13677,2,00800024,"this was understood",,"2026-01-09 12:26:28","2026-01-13 17:18:27",5
13680,2,00800039,"No comment",,"2026-01-09 12:26:28","2026-01-12 13:48:34",5
13954,2,01100073,"Shared emails...",,"2026-01-09 12:26:34","2026-01-14 15:32:45",5
13957,2,01100081,"clients confirmed that they had provided emails",,"2026-01-09 12:26:34","2026-01-12 23:11:17",5
13962,2,01100099,"Provided emails",,"2026-01-09 12:26:34","2026-01-15 11:43:01",5
13963,2,01100100,"Provided emails",,"2026-01-09 12:26:34","2026-01-14 12:54:16",5
13966,2,01100114,"provided emails",,"2026-01-09 12:26:34","2026-01-15 13:24:43",5
13968,2,01100122,"Clients appreciated.",,"2026-01-09 12:26:34","2026-01-12 17:17:58",5
13969,2,01100123,"Members appreciated this initiative.",,"2026-01-09 12:26:34","2026-01-12 13:45:49",5
13971,2,01100130,"Clients shared emails",,"2026-01-09 12:26:34","2026-01-13 08:20:59",5
13975,2,01100141,Explained...,,"2026-01-09 12:26:34","2026-01-12 15:51:21",5
13978,2,01100150,"Provided emails",,"2026-01-09 12:26:34","2026-01-15 12:36:37",5
13979,2,01100155,"Provided emails",,"2026-01-09 12:26:34","2026-01-13 16:12:53",5
13980,2,01100156,"Provided emails",,"2026-01-09 12:26:34","2026-01-13 15:06:34",5
13982,2,01100160,"Shared their emails",,"2026-01-09 12:26:34","2026-01-14 11:18:40",5
13985,2,01100021,"Shared their emails",,"2026-01-09 12:26:35","2026-01-16 10:51:42",5
14000,2,01100083,"Explained to the clients.",,"2026-01-09 12:26:35","2026-01-15 17:26:08",5
14004,2,01100095,"provided emails.",,"2026-01-09 12:26:35","2026-01-14 10:21:05",5
14007,2,01100106,"Clients provided emails",,"2026-01-09 12:26:35","2026-01-14 14:43:44",5
14015,2,01100125,"Shared email",,"2026-01-09 12:26:35","2026-01-16 12:53:44",5
14020,2,01100136,"provided email",,"2026-01-09 12:26:35","2026-01-13 11:57:40",5
14021,2,01100139,"Provided emails",,"2026-01-09 12:26:35","2026-01-13 19:05:33",5
14024,2,01100145,"provided emails.",,"2026-01-09 12:26:36","2026-01-13 18:26:35",5
14025,2,01100148,"Provided emails",,"2026-01-09 12:26:36","2026-01-13 16:53:49",5
14026,2,01100151,"Explained to the clients.",,"2026-01-09 12:26:36","2026-01-13 13:57:39",5
14027,2,01100152,"Clients already shared emails",,"2026-01-09 12:26:36","2026-01-13 12:50:33",5
14029,2,01100154,"Explained to the clients.",,"2026-01-09 12:26:36","2026-01-13 10:06:28",5
14030,2,01100158,"Provided email",,"2026-01-09 12:26:36","2026-01-13 11:32:33",5
14031,2,01100159,"Provided emails",,"2026-01-09 12:26:36","2026-01-13 10:48:17",5
14907,2,01600352,"Understood and appreciated",,"2026-01-09 12:26:56","2026-01-13 11:34:29",5
14997,2,01700205,"informed though due to lack of emails prefer balance query on phone",,"2026-01-09 12:26:57","2026-01-12 20:37:32",5
15047,2,01700136,"As a step of transparency, clients statements will be shared to clients on a quarterly basis. Clients can verify their payments and ask for clarification.",,"2026-01-09 12:26:58","2026-01-14 06:43:43",5
15050,2,01700151,"The group was made to understand the reason for emails requested as their statements will be channeled through their emails on a quarterly basis.",,"2026-01-09 12:26:59","2026-01-12 20:17:13",5
15058,2,01700200,"The purpose for emails requirement was explained as clients will receive quarterly statements through the same.",,"2026-01-09 12:26:59","2026-01-13 08:35:54",5
15070,2,01700101,"As part of compliance and ensuring transparency, the clients will receive quarterly repayment statements.",,"2026-01-09 12:26:59","2026-01-14 09:53:25",5
15083,2,01700165,"To ensure transparency and fulfil the CBK requirement, clients will receive quarterly statements to their emails or means they can easily access their accounts.",,"2026-01-09 12:26:59","2026-01-16 06:43:26",5
15196,2,01800135,"Confirmed that they're email addresses to share quarterly statements to members.",,"2026-01-09 12:27:02","2026-01-12 20:10:46",5
15213,2,01800220,"We will be sharing statements to clients on quarterly basis to all clients via their email addresses.",,"2026-01-09 12:27:02","2026-01-16 09:10:57",5
15221,2,01800066,"Confirm to group members that we will be sharing quarterly statements via email.i confirmed existence of email addresses for the clients.",,"2026-01-09 12:27:03","2026-01-13 19:18:01",5
15224,2,01800101,"Quarterly statements will be shared via email and I confirmed that all. Clients have email addresses.",,"2026-01-09 12:27:03","2026-01-14 08:07:13",5
15231,2,01800122,"Explained that we will be sending quarterly statements to every client via the email addresses they gave.i also confirmed that the email addresses are there.",,"2026-01-09 12:27:03","2026-01-14 19:36:39",5
15239,2,01800166,"Confirm that we will be sharing clients statements via email and confirmed that each client has an email address and shared with our field staff.",,"2026-01-09 12:27:03","2026-01-13 07:55:45",5
15241,2,01800180,"I confirmed that the email addresses are in place and explained that we will be sharing statements on quarterly basis",,"2026-01-09 12:27:03","2026-01-13 11:50:55",5
15253,2,01900018,"Explained  importance of loan statements and all to provide with correct emails",,"2026-01-09 12:27:03","2026-01-14 08:58:51",5
15312,2,01900204,"Well understood and okey with the statements",,"2026-01-09 12:27:05","2026-01-12 20:06:31",5
15321,2,01900291,"Members were okey with the statements",,"2026-01-09 12:27:05","2026-01-15 16:14:00",5
15324,2,01900295,"Good for them",,"2026-01-09 12:27:05","2026-01-15 17:02:21",5
15628,2,02200146,"They appreciated the issue of being send the statements",,"2026-01-09 12:27:13","2026-01-13 09:27:13",5
15663,2,02200343,"The members appreciated the issue of sharing the statement",,"2026-01-09 12:27:14","2026-01-13 17:40:15",5
15664,2,02200344,"This was explained and issue arose",,"2026-01-09 12:27:14","2026-01-12 23:08:45",5
15684,2,02200145,"The clients were okey with this",,"2026-01-09 12:27:15","2026-01-12 21:39:23",5
15686,2,02200149,"The members were okey with the statement being shared",,"2026-01-09 12:27:15","2026-01-13 06:41:32",5
15688,2,02200155,"We informed the client on the issue of statement issuance",,"2026-01-09 12:27:15","2026-01-12 22:36:43",5
15789,2,02200336,"They appreciate",,"2026-01-09 12:27:18","2026-01-15 10:58:12",5
15791,2,02200361,"That is okay with members",,"2026-01-09 12:27:18","2026-01-13 09:38:44",5
15820,2,02200253,"Well explained and understood",,"2026-01-09 12:27:19","2026-01-13 13:46:58",5
31689,5,00100224,"members were in agreement that it was the best move to net off the saving , two clients applied for the loans",,"2026-01-09 12:35:21","2026-01-14 07:02:14",11
31696,5,00100168,"appreciated the fact that they were to pay their loans",,"2026-01-09 12:35:21","2026-01-14 18:23:09",11
31703,5,00100215,"Managed to give one loan application form for the client who had no loan",,"2026-01-09 12:35:21","2026-01-12 17:44:33",11
31722,5,00100278,"the move of utilizing the savings to pay loans  was positively taken by the groups members",,"2026-01-09 12:35:22","2026-01-14 17:31:48",11
31737,5,00100033,"appreciated the fact that they were used to reduce their loans. two client did the application since the had been a threshold of doing top-ups",,"2026-01-09 12:35:22","2026-01-13 07:17:37",11
31746,5,00100195,"all was in agreement that it was the right move for those who had loans the saving to be netted oof the loan",,"2026-01-09 12:35:22","2026-01-14 16:44:05",11
32148,5,00500322,done,,"2026-01-09 12:35:36","2026-01-14 12:31:32",11
32156,5,00500353,done,,"2026-01-09 12:35:36","2026-01-14 11:35:03",11
32163,5,00500415,"done. members encouraged to apply loans",,"2026-01-09 12:35:36","2026-01-13 13:18:05",11
32178,5,00500366,"explained and understood",,"2026-01-09 12:35:37","2026-01-14 11:29:31",11
32185,5,00500412,"done and understood. no issues thereafter",,"2026-01-09 12:35:37","2026-01-13 12:56:46",11
32685,5,00800024,"members now understand how the savings were treated .memebers qualifying for top-up to apply",,"2026-01-09 12:35:54","2026-01-13 17:19:32",11
32688,5,00800039,"Two loan forms",,"2026-01-09 12:35:54","2026-01-12 13:52:42",11
32962,5,01100073,"Explained to the members",,"2026-01-09 12:36:04","2026-01-14 15:35:46",11
32965,5,01100081,"Explained that savings utilised to repay loans and create new funding opportunities",,"2026-01-09 12:36:04","2026-01-12 23:11:53",11
32970,5,01100099,"Explained to the clients.",,"2026-01-09 12:36:04","2026-01-15 11:43:46",11
32971,5,01100100,Explained...,,"2026-01-09 12:36:04","2026-01-14 12:55:03",11
32974,5,01100114,"Explained to the clients.",,"2026-01-09 12:36:04","2026-01-15 13:24:53",11
32976,5,01100122,"Clients appreciated the new funding opportunity. Were worried of the stuck savings.",,"2026-01-09 12:36:04","2026-01-12 17:21:14",11
32977,5,01100123,"Group didn't have any change in accounts. Members to consider top up.",,"2026-01-09 12:36:04","2026-01-12 13:56:34",11
32979,5,01100130,"4 clients affected by savings",,"2026-01-09 12:36:04","2026-01-13 08:21:59",11
32983,5,01100141,Explained..,,"2026-01-09 12:36:04","2026-01-12 15:53:38",11
32986,5,01100150,"Explained to the clients.",,"2026-01-09 12:36:05","2026-01-15 12:36:50",11
32987,5,01100155,"Explained to the client.",,"2026-01-09 12:36:05","2026-01-13 16:12:59",11
32988,5,01100156,"Explained to the client.",,"2026-01-09 12:36:05","2026-01-13 15:07:49",11
32990,5,01100160,"Explained to the clients.",,"2026-01-09 12:36:05","2026-01-14 11:19:08",11
32993,5,01100021,"Explained to the clients.",,"2026-01-09 12:36:05","2026-01-16 10:52:45",11
33008,5,01100083,"Explained to the clients.",,"2026-01-09 12:36:06","2026-01-15 17:26:19",11
33012,5,01100095,"Explained to the clients.",,"2026-01-09 12:36:06","2026-01-14 10:22:07",11
33015,5,01100106,"Explained to the clients.",,"2026-01-09 12:36:06","2026-01-14 14:44:11",11
33023,5,01100125,"Explained to the clients.",,"2026-01-09 12:36:06","2026-01-16 12:54:51",11
33028,5,01100136,"Explained to the clients.",,"2026-01-09 12:36:06","2026-01-13 11:57:46",11
33029,5,01100139,"Explained to the clients",,"2026-01-09 12:36:06","2026-01-13 19:05:39",11
33032,5,01100145,"Explained to the clients.",,"2026-01-09 12:36:06","2026-01-13 18:26:43",11
33033,5,01100148,"Explained to the clients",,"2026-01-09 12:36:06","2026-01-13 16:54:01",11
33034,5,01100151,"Explained to the clients.",,"2026-01-09 12:36:06","2026-01-13 13:59:31",11
33035,5,01100152,"Explained to the clients.",,"2026-01-09 12:36:06","2026-01-13 12:50:48",11
33037,5,01100154,"Appreciated the net off. Arrears impeding borrowing",,"2026-01-09 12:36:07","2026-01-13 10:08:23",11
33038,5,01100158,"Explained to the clients.",,"2026-01-09 12:36:07","2026-01-13 11:35:39",11
33039,5,01100159,"End of Feb",,"2026-01-09 12:36:07","2026-01-13 10:48:39",11
33915,5,01600352,"They have understood the implementation",,"2026-01-09 12:36:37","2026-01-13 11:38:24",11
34005,5,01700205,"Explained and they were okay with what happened but fear was on the future",,"2026-01-09 12:36:40","2026-01-12 20:39:18",11
34055,5,01700136,"The clients were convinced that the savings reduced their repayment period and those cleared can immediately get funded and also do top-ups",,"2026-01-09 12:36:42","2026-01-14 06:45:35",11
34058,5,01700151,"The members were contented with their new balances and are planning to take loans in due course.",,"2026-01-09 12:36:42","2026-01-12 20:20:53",11
34066,5,01700200,"The savings cleared some loan balances and others reduced to below 50% creating an opportunity for immediate funding. One top-up loan application to be done.",,"2026-01-09 12:36:42","2026-01-13 08:39:24",11
34078,5,01700101,"The netoff was an advantage to the clients as they can with immediate effect be funded.",,"2026-01-09 12:36:43","2026-01-14 09:55:03",11
34091,5,01700165,"The netoff was done to each client's accounts and has reduced the repayment period, reduced balances for top-ups and cleared some accounts qualifying clients for immediate funding.",,"2026-01-09 12:36:43","2026-01-16 06:45:11",11
34204,5,01800135,"Explained that we netted of savings to pay of loan.clients had no issue and some of who have cleared loans applied again and others promised to apply for loans next month.",,"2026-01-09 12:36:47","2026-01-12 20:13:40",11
34221,5,01800220,"Explained that savings were utilized to offset loans and therefore those who cleared their loans we can fund immediately as well as whose loans are 50% and below apply for top ups.",,"2026-01-09 12:36:48","2026-01-16 09:13:10",11
34229,5,01800066,"Clients were Happy that their savings were used to pay off their loans and I explained the need for them to get fresh loans.samuel muigai Applied 70,0000 loan.",,"2026-01-09 12:36:48","2026-01-13 19:20:48",11
34232,5,01800101,"I explained that we netted off savings to pay loans.all the 5 clients have fresh loans.",,"2026-01-09 12:36:48","2026-01-14 08:09:09",11
34239,5,01800122,"Explained that the savings were utilized to offset loans.
4 clients applied for loans.",,"2026-01-09 12:36:49","2026-01-14 19:39:15",11
34247,5,01800166,"Clients appreciated the netting off the loans since it was long overdue.",,"2026-01-09 12:36:49","2026-01-13 07:56:59",11
34249,5,01800180,"Clients were Happy that we paid off their loans and hence reduced their burden.now that they don't have loans we can fund them.",,"2026-01-09 12:36:49","2026-01-13 11:58:51",11
34261,5,01900018,"Explained why we did net off as its one of the requirements  of compliance by cbk",,"2026-01-09 12:36:49","2026-01-14 08:59:46",11
34320,5,01900204,"Happy with the net off",,"2026-01-09 12:36:51","2026-01-12 20:08:05",11
34329,5,01900291,"Members  appreciated  the net off
Encouraged  those who Ave qualified for top ups to apply for loans",,"2026-01-09 12:36:52","2026-01-15 16:16:07",11
34332,5,01900295,Explained,,"2026-01-09 12:36:52","2026-01-15 17:02:42",11
34636,5,02200146,"The clients knew this was going to happen and thus were waiting for the day it was going tohappen",,"2026-01-09 12:37:03","2026-01-13 09:28:40",11
34671,5,02200343,"The members had been asking for the same so they were prepared.",,"2026-01-09 12:37:04","2026-01-13 17:57:17",11
34672,5,02200344,"The client's appreciated though many did not have loans even before netting off",,"2026-01-09 12:37:04","2026-01-12 23:10:29",11
34692,5,02200145,"This issue was addressed well .The members appreciated the exercise.",,"2026-01-09 12:37:05","2026-01-12 21:42:23",11
34694,5,02200149,"This was explained and members were happy as some saw the funding opportunity before i explained",,"2026-01-09 12:37:05","2026-01-13 06:43:40",11
34696,5,02200155,"The clients were waiting for this as they had been informed of this before",,"2026-01-09 12:37:05","2026-01-12 22:38:29",11
34797,5,02200336,"Discussed and members understood",,"2026-01-09 12:37:09","2026-01-15 10:58:30",11
34799,5,02200361,"Only 1 member had a loan and she is okay",,"2026-01-09 12:37:09","2026-01-13 09:39:15",11
34828,5,02200253,"3 loans",,"2026-01-09 12:37:10","2026-01-13 13:47:17",11
34857,5,00100224,"Prepayment issue was addressed and came to an agreement loans instalments should be paid according to the loan schedule",,"2026-01-09 12:37:11","2026-01-14 07:04:09",12
34864,5,00100168,"client were quite cooperating in repaying their loans a per their loan schedule",,"2026-01-09 12:37:12","2026-01-14 18:23:56",12
34871,5,00100215,"client we are in agreement that they should pay their loans as per their loan schedule, as it is the one will be used to make funding decision during loan application",,"2026-01-09 12:37:12","2026-01-12 17:58:13",12
34890,5,00100278,"all the client were repaying the loans as per the loan schedules, had no issue of prepayment",,"2026-01-09 12:37:12","2026-01-14 17:32:32",12
34905,5,00100033,"no issues raised on pre-payments by the groups members. But emphasis was on that the loan graduation will be pegged on repayment character since we have no collateral savings.",,"2026-01-09 12:37:13","2026-01-13 07:19:22",12
34914,5,00100195,"had no issue in repaying the loans as per the loan schedule",,"2026-01-09 12:37:13","2026-01-14 16:44:42",12
35316,5,00500322,explained,,"2026-01-09 12:37:29","2026-01-14 12:31:42",12
35324,5,00500353,"done and understood",,"2026-01-09 12:37:29","2026-01-14 11:35:15",12
35331,5,00500415,"done and understood. commited to do so",,"2026-01-09 12:37:30","2026-01-13 13:18:23",12
35346,5,00500366,done,,"2026-01-09 12:37:30","2026-01-14 11:29:40",12
35353,5,00500412,"do e and in agreement",,"2026-01-09 12:37:30","2026-01-13 12:56:59",12
35853,5,00800024,"all memebers paid their loans and they will continue doing so",,"2026-01-09 12:37:52","2026-01-13 17:20:00",12
35856,5,00800039,"All paid",,"2026-01-09 12:37:53","2026-01-12 13:52:57",12
36130,5,01100073,"Explained to the members.",,"2026-01-09 12:38:06","2026-01-14 15:35:53",12
36133,5,01100081,"explained to clients",,"2026-01-09 12:38:06","2026-01-12 23:15:58",12
36138,5,01100099,"Explained to the clients.",,"2026-01-09 12:38:07","2026-01-15 11:43:50",12
36139,5,01100100,"Explained to the clients",,"2026-01-09 12:38:07","2026-01-14 12:55:10",12
36142,5,01100114,"Explained to the clients.",,"2026-01-09 12:38:07","2026-01-15 13:25:19",12
36144,5,01100122,"Clients are in agreement.",,"2026-01-09 12:38:07","2026-01-12 17:22:32",12
36145,5,01100123,"Members agreed to this initiative.",,"2026-01-09 12:38:07","2026-01-12 14:00:54",12
36147,5,01100130,"Clients repaying to completion.",,"2026-01-09 12:38:07","2026-01-13 08:47:41",12
36151,5,01100141,Explained,,"2026-01-09 12:38:07","2026-01-12 15:53:55",12
36154,5,01100150,"Explained to the clients.",,"2026-01-09 12:38:08","2026-01-15 12:38:23",12
36155,5,01100155,emphasized...,,"2026-01-09 12:38:08","2026-01-13 16:14:04",12
36156,5,01100156,"Explained to the client.",,"2026-01-09 12:38:08","2026-01-13 15:07:54",12
36158,5,01100160,"Explained to the clients.",,"2026-01-09 12:38:08","2026-01-14 11:19:17",12
36161,5,01100021,"emphasized ...",,"2026-01-09 12:38:08","2026-01-16 10:52:55",12
36176,5,01100083,"Explained to the clients.",,"2026-01-09 12:38:09","2026-01-15 17:26:25",12
36180,5,01100095,"Explained to the clients.",,"2026-01-09 12:38:09","2026-01-14 10:22:56",12
36183,5,01100106,"Explained to the members",,"2026-01-09 12:38:09","2026-01-14 14:47:33",12
36191,5,01100125,"Explained to the clients.",,"2026-01-09 12:38:09","2026-01-16 12:54:56",12
36196,5,01100136,"Explained to the clients.",,"2026-01-09 12:38:09","2026-01-13 11:57:50",12
36197,5,01100139,"Explained to the clients",,"2026-01-09 12:38:09","2026-01-13 19:05:44",12
36200,5,01100145,"Explained to the clients.",,"2026-01-09 12:38:10","2026-01-13 18:26:54",12
36201,5,01100148,"Clients committed to paying",,"2026-01-09 12:38:10","2026-01-13 16:55:04",12
36202,5,01100151,"Explained to the clients.",,"2026-01-09 12:38:10","2026-01-13 13:59:38",12
36203,5,01100152,"Explained to the clients.",,"2026-01-09 12:38:10","2026-01-13 12:50:56",12
36205,5,01100154,"Emphasized on repayments.",,"2026-01-09 12:38:10","2026-01-13 10:08:48",12
36206,5,01100158,"Explained to the clients.",,"2026-01-09 12:38:10","2026-01-13 11:35:46",12
36207,5,01100159,"No closed accounts",,"2026-01-09 12:38:10","2026-01-13 10:48:58",12
37083,5,01600352,"Well explained and have no issue.",,"2026-01-09 12:38:45","2026-01-13 11:39:44",12
37173,5,01700205,"has 3 loan accounts - but 2 in arrears. client with active account paying",,"2026-01-09 12:38:49","2026-01-12 20:41:57",12
37223,5,01700136,"The savings netoff reduced the repayment period but installment payment continues as usual.",,"2026-01-09 12:38:50","2026-01-14 06:46:45",12
37226,5,01700151,"The clients agreed to the explanation given and were convinced the savings net off just altered their repayment period but normal payments to continue as usual.",,"2026-01-09 12:38:51","2026-01-12 20:24:46",12
37234,5,01700200,"The clients were convinced the savings netoff reduced their repayment period but payment continues as usual for full installments.",,"2026-01-09 12:38:51","2026-01-13 10:14:42",12
37246,5,01700101,"The netoff reduced the repayment period but loan repayments continue as usual",,"2026-01-09 12:38:51","2026-01-14 09:57:02",12
37259,5,01700165,"The netoff reduced the repayment period but installments must be paid as usual.",,"2026-01-09 12:38:52","2026-01-16 06:46:43",12
37372,5,01800135,"Clients had no issue on continuing to pay their loans after prepayments.",,"2026-01-09 12:38:56","2026-01-12 20:14:54",12
37389,5,01800220,"Agreed with members that prepayments will not affect the usual repayment schedule.",,"2026-01-09 12:38:56","2026-01-16 09:14:45",12
37397,5,01800066,"I addressed prepayment issue and clients are okay to continue paying their loans as before the payoffs",,"2026-01-09 12:38:57","2026-01-13 19:22:41",12
37400,5,01800101,"We agreed that prepayments won't Affect the normal loan repayment schedule and pattern.",,"2026-01-09 12:38:57","2026-01-14 08:10:35",12
37407,5,01800122,"We agreed that clients continues to pay their loans despite the fact that payoffs were done.",,"2026-01-09 12:38:57","2026-01-14 19:41:27",12
37415,5,01800166,"Prepayments was explained and no objections from the clients.",,"2026-01-09 12:38:58","2026-01-13 07:58:00",12
37417,5,01800180,"I explained the issue of prepayments and agreed with group members that they'll continue to pay their loans as usual.",,"2026-01-09 12:38:58","2026-01-13 12:06:10",12
37429,5,01900018,"Well understood _no prepayments and group was okey",,"2026-01-09 12:38:58","2026-01-14 09:00:06",12
37488,5,01900204,"Emphasised on  important  of continuation on repaying the loans",,"2026-01-09 12:39:00","2026-01-12 20:09:47",12
37497,5,01900291,"Members have continue to repay their weekly  instalments and were okey",,"2026-01-09 12:39:01","2026-01-15 16:16:59",12
37500,5,01900295,"Members  to continue  with the normal contributions",,"2026-01-09 12:39:01","2026-01-15 17:04:00",12
37804,5,02200146,"The members did not have a problem with the continuing to pay",,"2026-01-09 12:39:12","2026-01-13 09:30:16",12
37839,5,02200343,"Members did not have a problem with paying the loans normally",,"2026-01-09 12:39:14","2026-01-13 17:58:54",12
37840,5,02200344,"There was one client in this category",,"2026-01-09 12:39:14","2026-01-12 23:11:18",12
